emotion,wav
disgust,[0.03585955 0.03314776 0.01777032 ... 0.02001146 0.01475259 0.01536854]
fear,"[-0.01484761 -0.01557504 -0.01373836 ... -0.02013571 -0.02019611
 -0.0209016 ]"
happy,"[ 8.1553357e-04  2.4198748e-02  3.6663938e-02 ... -1.2504783e-03
 -6.3702086e-05  1.2831893e-03]"
neutral,[0.09901294 0.09940264 0.10023322 ... 0.00328502 0.00689802 0.00934303]
sad,"[ 0.04726681  0.04300049  0.03775616 ... -0.0036681  -0.00369907
 -0.00331884]"
angry,[0.0359289  0.03308539 0.03142507 ... 0.03291084 0.01638461 0.00117118]
disgust,"[-0.00086953  0.00076128 -0.01606025 ... -0.03864475 -0.02386526
 -0.00798464]"
fear,"[-0.00110255  0.00074516  0.00465398 ... -0.00596085 -0.00398246
 -0.00232778]"
happy,[0.0276202  0.03281016 0.02886282 ... 0.01330146 0.01348066 0.01457759]
neutral,"[-0.06044899 -0.06285885 -0.06311931 ... -0.00737506 -0.00742436
 -0.00836877]"
sad,[0.01880565 0.01064632 0.01029259 ... 0.00191985 0.00143137 0.00115755]
angry,"[-0.00796858 -0.00709138 -0.00573604 ... -0.05911563 -0.06460939
 -0.06149387]"
disgust,"[-0.03885863 -0.03811444 -0.03844592 ...  0.09544382  0.10171431
  0.09980261]"
fear,[0.00518811 0.0063283  0.00679077 ... 0.00041182 0.00383576 0.00655782]
happy,"[-0.01641315 -0.01410019 -0.01143388 ... -0.04556123 -0.04217087
 -0.04164749]"
neutral,"[-0.00902968 -0.00948211 -0.01109897 ... -0.01920349 -0.02019403
 -0.02213314]"
sad,"[ 8.7030647e-05  3.6068261e-05  7.0485350e-04 ... -1.4384845e-02
 -1.0420841e-02 -5.8701336e-03]"
angry,[0.02566132 0.02537068 0.0232857  ... 0.00545985 0.00539402 0.00457559]
disgust,"[-0.00189322 -0.00161083 -0.00056284 ...  0.00845101  0.00799278
  0.00664535]"
fear,[0.02019516 0.01957017 0.0182674  ... 0.00167575 0.00171353 0.00150621]
happy,"[-0.00465126 -0.00779649 -0.00914716 ... -0.01882873 -0.01866587
 -0.01792019]"
neutral,"[ 0.05594368  0.05061462  0.04586585 ... -0.00551061 -0.00494113
 -0.00472737]"
sad,"[ 0.00147926  0.00012253 -0.00222886 ... -0.00804648 -0.00721364
 -0.00570404]"
angry,"[-0.00769683 -0.00494564 -0.00219046 ...  0.00090852 -0.00234655
 -0.00216506]"
disgust,"[-0.00010441 -0.00059383 -0.00111123 ...  0.00050884 -0.00060023
 -0.0006792 ]"
fear,[0.00608884 0.0052435  0.00236055 ... 0.00250108 0.00595259 0.00956809]
happy,"[-0.00406098 -0.00834077 -0.01530594 ...  0.0030124   0.00250167
  0.00303154]"
neutral,"[-0.00625319 -0.00973667 -0.01138292 ... -0.00399853 -0.00509612
 -0.00580145]"
sad,[0.00515036 0.00457414 0.00338148 ... 0.0019292  0.00178536 0.00259366]
angry,[0.00110838 0.00146062 0.00128462 ... 0.00293074 0.0034198  0.00016802]
disgust,"[ 0.10391671  0.10259968  0.10076433 ... -0.00492414 -0.00211968
 -0.00058163]"
fear,"[ 0.0005499   0.00033178 -0.00021101 ... -0.00211037 -0.00291684
 -0.00246704]"
happy,"[-0.00393669 -0.0035875  -0.00373121 ... -0.01866269 -0.01791229
 -0.0173812 ]"
neutral,"[-0.00496312 -0.00335285 -0.00404128 ... -0.00104576 -0.0005245
 -0.00061888]"
sad,"[-0.00030068 -0.00135062 -0.00158144 ...  0.06177277  0.05666064
  0.04161823]"
angry,"[-0.00616933 -0.00730386 -0.01370113 ... -0.08962731 -0.09871923
 -0.10578324]"
disgust,"[-0.02346508 -0.02199908 -0.01953495 ... -0.0146452  -0.01367358
 -0.00977768]"
fear,"[-0.00218899 -0.00233774 -0.00340395 ...  0.00517809 -0.00030575
 -0.00536789]"
happy,"[-0.01311659 -0.01310336 -0.01592939 ... -0.10983957 -0.09658024
 -0.08181378]"
neutral,"[-0.0099161   0.00038448  0.00737281 ... -0.00258908 -0.00239393
 -0.0022051 ]"
sad,"[-0.00621068 -0.00669974 -0.00339739 ... -0.0075848  -0.00856851
 -0.00906158]"
angry,[0.00300511 0.00913573 0.01653126 ... 0.01092464 0.00989962 0.01702476]
disgust,"[ 0.00112458  0.00073271 -0.00091863 ... -0.02442938 -0.02611588
 -0.02638739]"
fear,"[-0.04629983 -0.0441478  -0.03461908 ... -0.00899445 -0.00854739
 -0.00859035]"
happy,"[-0.00186025 -0.00308077 -0.00485499 ...  0.00572138  0.005832
  0.00656304]"
neutral,"[-0.07163902 -0.06795918 -0.06381363 ... -0.00711705 -0.0072668
 -0.00726382]"
sad,[0.01039301 0.00952101 0.00813324 ... 0.01273027 0.01141898 0.00925682]
angry,"[-0.00344544 -0.003419   -0.00372526 ...  0.29801017  0.3083413
  0.3598332 ]"
disgust,"[ 0.02915486  0.02491954  0.02236342 ... -0.00918192 -0.01157917
 -0.00993845]"
fear,"[-0.02617652  0.03513168  0.09419017 ...  0.00107787  0.00040511
  0.00038436]"
happy,"[-0.00330366 -0.00299831 -0.00314165 ...  0.02967679  0.05270926
  0.05894173]"
neutral,"[-0.02447897 -0.01180499 -0.00127029 ...  0.00272962  0.00188754
  0.00197275]"
sad,"[-0.0044359  -0.00442816 -0.00686817 ...  0.00264989  0.00248458
  0.00231989]"
angry,"[ 0.07124592  0.08397442  0.06477661 ... -0.03731685 -0.03471259
 -0.02278013]"
angry,[0.0413476  0.03464532 0.03141193 ... 0.00240346 0.00199856 0.00152801]
angry,"[-0.08212527 -0.06868785 -0.03491649 ...  0.00271416  0.00431622
  0.00607675]"
disgust,"[-0.00226032 -0.00243084 -0.00326767 ... -0.00353039 -0.00394902
 -0.00490657]"
disgust,"[-0.00034818 -0.0003263   0.00054123 ...  0.00433377  0.00498162
 -0.00110336]"
disgust,[0.00153723 0.00282855 0.0031294  ... 0.00968774 0.01180627 0.01149511]
fear,"[-0.19008596 -0.1550427  -0.11174712 ...  0.00733614  0.0065423
  0.00766001]"
fear,[0.00403789 0.00433121 0.00239298 ... 0.00365469 0.00366316 0.00373052]
fear,"[ 0.00547937  0.00498733  0.00471649 ...  0.00022516 -0.00027045
 -0.00114148]"
happy,"[-0.20501421 -0.18492673 -0.18817727 ...  0.00167956  0.00156103
  0.00285331]"
happy,"[-0.0009793  -0.00080626 -0.00060689 ... -0.00143091 -0.00104903
 -0.0010057 ]"
happy,"[ 0.1192343   0.11415756  0.10879125 ... -0.01067968 -0.00535393
  0.00205546]"
neutral,"[ 0.00641001  0.00662494  0.00652016 ... -0.00111713 -0.00106638
 -0.00046679]"
sad,"[-0.00064882 -0.00107212 -0.0015893  ... -0.00031715 -0.00017032
 -0.00033544]"
sad,"[ 0.00227295  0.00038929 -0.00171885 ...  0.00216178  0.00283065
  0.00194742]"
sad,"[-0.00411172 -0.00444426 -0.00496415 ...  0.00296165  0.00330565
  0.00216479]"
angry,"[-0.02862635 -0.06215583 -0.09941962 ... -0.01677912 -0.01777135
 -0.02011686]"
disgust,"[-0.09698904 -0.09016384 -0.0817356  ... -0.00175514 -0.00120202
 -0.00075372]"
fear,"[-0.02054906 -0.02150139 -0.02314226 ... -0.00168085 -0.00272118
 -0.00274773]"
happy,"[-0.02500308 -0.02450255 -0.02358504 ... -0.00502496 -0.00692592
 -0.009889  ]"
neutral,[0.00227248 0.00221521 0.00168745 ... 0.01742791 0.0175084  0.01243643]
sad,"[-0.0087242  -0.00964346 -0.01021912 ...  0.01467416  0.01605161
  0.01734941]"
angry,"[ 0.30334878  0.29920018  0.2079882  ... -0.04381179 -0.04064818
 -0.0357549 ]"
disgust,"[-0.02152248 -0.02050222 -0.02226011 ... -0.00561229 -0.00719314
 -0.00073851]"
fear,"[-0.0267549  -0.01967542 -0.01525198 ... -0.00591955 -0.00600227
 -0.00627941]"
happy,"[-0.02265595 -0.02786622 -0.0322521  ... -0.06126148 -0.05500881
 -0.04648037]"
neutral,"[-0.00243197 -0.00172038 -0.00135686 ...  0.03705943  0.06837756
  0.08815125]"
sad,"[-0.00426465  0.00400378  0.00424178 ... -0.00128594 -0.00084201
 -0.00054213]"
angry,"[-0.16054004 -0.10007086 -0.01669478 ... -0.03237508 -0.02504301
 -0.01522386]"
disgust,[0.07855631 0.0715367  0.06845314 ... 0.00300862 0.00660884 0.00820884]
fear,"[-0.00832331 -0.00864438 -0.00882525 ... -0.01707846 -0.02307993
 -0.02436279]"
happy,"[-0.0115472  -0.00560567 -0.00078785 ... -0.05108886 -0.05429388
 -0.05780632]"
neutral,"[-0.00154    -0.00223941 -0.00261075 ...  0.02100114  0.01947082
  0.0162201 ]"
sad,[0.00119427 0.00518642 0.01458244 ... 0.03086085 0.02608705 0.02248995]
angry,"[ 0.00755938  0.01025912  0.01607508 ... -0.06053033 -0.07420307
 -0.08639681]"
disgust,"[-0.09632131 -0.07816118 -0.06058883 ... -0.00901517 -0.00558435
 -0.00164377]"
fear,"[-0.00485957 -0.00150777  0.00452721 ... -0.00160169 -0.00152991
 -0.00233826]"
happy,[0.01245684 0.01805206 0.01134307 ... 0.02890897 0.01701823 0.00666541]
neutral,"[-2.9051406e-04  8.3621766e-05 -1.7255744e-04 ... -4.7554623e-02
 -4.6068549e-02 -4.5340892e-02]"
sad,"[-0.02772696 -0.0296797  -0.03110207 ... -0.0020738  -0.0034429
 -0.00453409]"
angry,"[ 0.2030954   0.2411522   0.23086762 ... -0.02012553 -0.02334514
 -0.02505985]"
disgust,"[-1.7113237e-02 -1.9739149e-02 -2.1349980e-02 ... -7.9556607e-04
  7.4599528e-05  4.8868003e-04]"
fear,"[-0.06432906 -0.06381772 -0.06198711 ... -0.00372845 -0.00303269
 -0.00184392]"
happy,"[-2.6523767e-02 -1.7850272e-02  2.0009910e-03 ...  4.4686850e-03
  7.5579796e-05 -9.2562789e-04]"
neutral,[0.03444834 0.03978894 0.04082816 ... 0.08558773 0.0646001  0.04864051]
sad,"[-0.01765954 -0.01757585 -0.01806037 ... -0.00270639 -0.00368992
 -0.00403406]"
angry,"[ 0.15780017  0.05799756 -0.03622138 ...  0.04259137  0.04762425
  0.05603336]"
disgust,"[-0.0902121  -0.10201315 -0.10190258 ...  0.00632525  0.01080555
  0.01242172]"
fear,[0.00880721 0.01058266 0.00528032 ... 0.00399267 0.00913844 0.02472244]
happy,"[ 0.04267092  0.04992024  0.06099004 ... -0.02846784 -0.04958291
 -0.05707002]"
neutral,[0.02130405 0.04718579 0.08829658 ... 0.00557872 0.00520761 0.00467799]
sad,"[-0.03380156 -0.03377663 -0.03359141 ... -0.00306942 -0.00306764
 -0.00295752]"
angry,"[ 0.00598599  0.00261814 -0.0050238  ...  0.00840884  0.01086536
  0.01030993]"
disgust,"[-0.07985197 -0.07818454 -0.07664139 ... -0.00824007 -0.02098065
 -0.00610561]"
fear,"[-0.04916038 -0.03151772 -0.01164343 ... -0.02169049 -0.02191034
 -0.01668365]"
happy,"[-0.01876128 -0.04508609 -0.07320562 ...  0.02326535  0.0163051
  0.01199617]"
neutral,"[-0.00985894 -0.00888837 -0.00995817 ...  0.01569033  0.01183698
  0.00974589]"
sad,"[-0.00740536 -0.00589801 -0.00475478 ...  0.00593228  0.00565657
  0.00505757]"
angry,"[-0.04321495 -0.03633911 -0.03245385 ... -0.00092622  0.00418911
  0.00851021]"
disgust,"[ 0.01911891  0.02073782  0.02068955 ... -0.00110403 -0.0005878
 -0.00024151]"
fear,"[ 0.01252353  0.00958533  0.00540991 ...  0.00036617 -0.00023555
 -0.00042663]"
happy,"[ 0.00923391 -0.00579771  0.02877919 ... -0.00604903 -0.00558021
 -0.00445368]"
neutral,"[-0.01692164 -0.01452237 -0.01347137 ... -0.00836108 -0.00899174
 -0.00932474]"
sad,"[ 0.00031707 -0.00090579 -0.00199802 ...  0.00870982  0.00863776
  0.00913874]"
angry,[0.00190782 0.06084291 0.1009941  ... 0.01802518 0.01813543 0.01776346]
disgust,"[ 0.01349076 -0.00359826 -0.013132   ...  0.00633908  0.00511595
  0.00120276]"
fear,"[-0.02012301  0.01099726 -0.03525435 ... -0.17499472 -0.18850969
 -0.20789891]"
happy,[0.01104378 0.00846047 0.00591202 ... 0.06239938 0.03647301 0.02759211]
neutral,"[ 0.00941982  0.00971881  0.00947906 ... -0.01271035 -0.00853464
  0.00269977]"
sad,"[-0.00239148 -0.00846196 -0.01051884 ...  0.01056778  0.01084325
  0.01148433]"
angry,"[-0.07293554 -0.10446766 -0.09314688 ... -0.02176242 -0.03132528
 -0.0376377 ]"
disgust,"[-0.02828677 -0.00693432  0.01150258 ...  0.01095149  0.00994987
  0.00898218]"
fear,"[-0.00688969 -0.0064121  -0.00611722 ...  0.01480301  0.01109867
  0.00750038]"
happy,"[-0.04841928 -0.05648683 -0.05644263 ...  0.00012789 -0.000448
 -0.00378132]"
neutral,"[ 0.30556008  0.32710454  0.3300013  ... -0.01427571 -0.02675976
 -0.03232769]"
sad,"[-2.6653674e-03 -2.6957195e-03 -2.4257805e-03 ... -8.6731459e-05
 -3.0514677e-03 -5.9112720e-03]"
angry,"[-0.47748405 -0.4107567  -0.30367765 ...  0.04632197  0.0481637
  0.0508786 ]"
disgust,"[-0.00857194 -0.00945686 -0.0094322  ...  0.01125097  0.00908304
  0.0071768 ]"
fear,"[-0.1403514  -0.14139299 -0.1356049  ... -0.00713439 -0.00769107
 -0.00821892]"
happy,"[-0.1578467  -0.15216893 -0.15145898 ...  0.00561066 -0.01680857
 -0.02727335]"
neutral,"[-0.01985182 -0.02214134 -0.02459545 ...  0.00715812  0.0061738
  0.0055284 ]"
sad,"[-1.6757306e-02 -1.5350281e-02 -1.5231078e-02 ... -2.8120153e-04
 -3.0594569e-05  9.2802176e-05]"
angry,"[-0.12140298 -0.11590138 -0.09799019 ...  0.1000825   0.07998684
  0.05946102]"
angry,"[-0.00586707 -0.00568744 -0.00612781 ... -0.00352183 -0.00295756
 -0.00216806]"
angry,"[-0.00267149 -0.02010278 -0.055191   ...  0.00157274  0.00449182
 -0.00308362]"
disgust,"[-0.01242896 -0.02664397 -0.03681888 ... -0.06992058 -0.06349304
 -0.05670591]"
disgust,"[-0.00061206 -0.00165896 -0.00193319 ... -0.00382741 -0.00276899
 -0.00261012]"
disgust,"[-0.05792449 -0.07216895 -0.08932649 ...  0.00188147 -0.00300036
 -0.00144687]"
fear,"[ 0.12452045  0.05711824 -0.06127639 ...  0.00182352  0.00311977
  0.00400736]"
fear,"[-1.1656330e-02  4.1939663e-03  2.7083661e-02 ... -2.4522506e-05
  1.7822182e-04  6.6362618e-06]"
fear,"[ 0.00724981  0.01336006  0.01754783 ... -0.00071933 -0.00697225
 -0.00996837]"
happy,"[-0.21165155 -0.18029101 -0.11918313 ... -0.00731157  0.04374075
  0.07589041]"
happy,"[-0.05125844 -0.05210489 -0.05169751 ...  0.01018584  0.01056387
  0.01021999]"
happy,"[ 0.00782284  0.01001065  0.00218805 ... -0.00019213  0.00041541
  0.00262175]"
neutral,"[-1.2499240e-03 -1.6287448e-03 -1.7640622e-03 ... -4.3587872e-05
  1.0359755e-05 -9.7845659e-05]"
sad,"[ 0.0096618   0.0054092   0.00416055 ... -0.00065089 -0.00114664
 -0.00069798]"
sad,[0.00124784 0.00159114 0.00215219 ... 0.00505179 0.005253   0.00479449]
sad,"[-0.0113307  -0.01081733 -0.00808614 ...  0.04925733  0.05902547
  0.06970347]"
angry,"[-0.09737408 -0.15043657 -0.16435814 ...  0.00152424  0.00179868
  0.00974317]"
disgust,"[-0.00813942 -0.01043757 -0.01049138 ... -0.02309225 -0.02880378
 -0.03372068]"
fear,"[-0.11107962 -0.09836327 -0.06365211 ...  0.00458397  0.00420767
  0.00389531]"
happy,"[-0.16803639 -0.18238397 -0.19240521 ...  0.0051747   0.00365726
  0.00265921]"
neutral,"[-0.04723552 -0.04766259 -0.04668551 ... -0.00403907 -0.0037043
 -0.00376428]"
sad,"[-0.0059331  -0.0063233  -0.00597295 ...  0.05727218  0.07773685
  0.0969191 ]"
angry,"[-0.0266044  -0.02590835 -0.02474673 ...  0.00522144  0.00768871
  0.01101731]"
disgust,"[-0.01131899 -0.00136613  0.00656442 ... -0.00182609  0.00211957
  0.00570317]"
fear,"[ 0.0093188   0.00982346  0.00935316 ... -0.00528054 -0.00547353
 -0.00563703]"
happy,"[ 0.05779289  0.05365277  0.05244733 ... -0.01298319 -0.01286154
 -0.01210916]"
neutral,[0.08662616 0.08283573 0.07500393 ... 0.00075964 0.00080671 0.00018399]
sad,[0.04164404 0.0432629  0.0450087  ... 0.00433381 0.00431447 0.00434393]
angry,"[-0.19728042 -0.10070118 -0.04330525 ...  0.00840213  0.00655376
  0.00901905]"
disgust,[0.00799566 0.00801535 0.00872094 ... 0.00298594 0.00344849 0.0040427 ]
fear,"[ 0.01602394  0.02080697  0.02524912 ... -0.00970234 -0.00921909
 -0.00829644]"
happy,"[-0.00598462  0.01036691  0.01820379 ...  0.02054047  0.01819703
  0.0161358 ]"
neutral,"[ 0.10225354  0.10136832  0.07879156 ... -0.00453052 -0.00341842
 -0.00376884]"
sad,"[ 0.00186229 -0.00132741 -0.00054067 ... -0.00072147 -0.00113139
 -0.00141173]"
angry,[0.13789597 0.14174539 0.13242874 ... 0.01000165 0.01313922 0.01730859]
disgust,"[-0.01857306 -0.01809241 -0.01822424 ...  0.00320167 -0.00040533
 -0.00501369]"
fear,"[-0.01056224 -0.00595413 -0.00118402 ... -0.0024471  -0.00247477
 -0.00261058]"
happy,"[ 1.4542441e-02  1.2352990e-02  1.0327094e-02 ... -1.9218874e-03
 -6.6812144e-04  8.6559638e-05]"
neutral,"[ 0.0036673   0.00531483  0.00675634 ... -0.00266442 -0.0018058
 -0.00252059]"
sad,"[ 0.00342088  0.00445252  0.00765419 ... -0.00721121 -0.0076195
 -0.00760881]"
angry,[0.00991148 0.01621008 0.01927367 ... 0.00101196 0.00141443 0.00198654]
disgust,"[-0.01030688 -0.00881761 -0.00871229 ...  0.00174498  0.00173242
  0.00176557]"
fear,"[-0.04209285 -0.03467387 -0.02674994 ...  0.00517734  0.00554459
  0.00459616]"
happy,"[-0.05562091 -0.057568   -0.05943378 ... -0.00356877 -0.00799692
 -0.01114941]"
neutral,"[ 0.04556302  0.04529066  0.04554493 ... -0.02351449 -0.02141192
 -0.01847839]"
sad,"[-0.0164111  -0.01553306 -0.01497777 ...  0.00039368 -0.00026961
 -0.00094659]"
angry,"[ 0.37155464  0.36718437  0.3240733  ... -0.04516558 -0.04297906
 -0.04115235]"
disgust,"[-0.0006363   0.01190462  0.0202577  ...  0.0221459   0.02285629
  0.02156842]"
fear,"[-0.06164446 -0.06262014 -0.06334765 ...  0.00318136  0.00338439
  0.00242872]"
happy,[0.16022858 0.1359301  0.09961195 ... 0.12790895 0.13034771 0.12952922]
neutral,"[-0.01108591 -0.01153808 -0.01163403 ...  0.01432549  0.01652684
  0.01708315]"
sad,"[-3.0229397e-02 -3.2129429e-02 -3.3714704e-02 ... -2.1756004e-04
  4.2727523e-05  4.1192267e-05]"
angry,"[ 0.03002783  0.03172057  0.03908717 ... -0.00200506 -0.01342327
 -0.00365408]"
disgust,"[-0.01153141 -0.00947835 -0.00806221 ...  0.00216626  0.00398985
  0.00558334]"
fear,"[-0.00344545 -0.01224329 -0.01074603 ... -0.00069482 -0.00028629
 -0.00106226]"
happy,"[ 0.02886848  0.04852299  0.06229892 ... -0.01837222 -0.01551996
 -0.0148505 ]"
neutral,[0.01173967 0.01940207 0.02829923 ... 0.01518244 0.01560281 0.01688649]
sad,[0.04899522 0.04670068 0.04178236 ... 0.01939037 0.01814486 0.01711994]
angry,[0.00550572 0.00854428 0.00193135 ... 0.01045164 0.00942525 0.00911646]
disgust,"[-1.3997139e-02 -1.4110471e-02 -1.6478349e-02 ...  7.0750553e-05
 -1.4630574e-03 -1.0579512e-03]"
fear,"[-0.07777051 -0.0846936  -0.0870572  ...  0.00449368  0.00465734
  0.00542289]"
happy,"[-0.02864421 -0.02746597 -0.02808023 ...  0.01089702  0.01120596
  0.01168318]"
neutral,"[ 0.01585065  0.018995    0.02120423 ... -0.009937   -0.0104722
 -0.01126113]"
sad,"[-0.00482523 -0.00434208 -0.00383797 ... -0.00564909 -0.00658317
 -0.0080963 ]"
angry,"[-0.0446982  -0.02557166 -0.00611015 ...  0.00736571 -0.00365209
 -0.00860394]"
disgust,[0.00198047 0.00070628 0.00236495 ... 0.00250186 0.00284137 0.00296456]
fear,[0.01148457 0.01446884 0.01606918 ... 0.00106474 0.00130258 0.00232019]
happy,"[ 0.01960585  0.00826566 -0.00054884 ...  0.00125211 -0.00043231
 -0.00686511]"
neutral,"[-0.01782379 -0.01855472 -0.01662952 ...  0.00756964  0.00699237
  0.00706522]"
sad,"[-0.0065999  -0.0072283  -0.00925175 ... -0.00217943 -0.0026156
 -0.00306469]"
angry,"[ 0.00088157  0.0003967   0.00049065 ... -0.00689762 -0.00382826
 -0.00111973]"
disgust,"[ 0.01275112  0.01056534  0.0086255  ... -0.00021481  0.0020273
  0.00367024]"
fear,"[-0.00886397 -0.00897013 -0.00950166 ...  0.0092151   0.00888986
  0.00897848]"
happy,[0.31052622 0.32213154 0.33942267 ... 0.06835958 0.07089397 0.07185161]
neutral,"[ 0.08145605  0.07217345  0.0646866  ... -0.00900014 -0.00776104
 -0.00668846]"
sad,[0.0101976  0.00964942 0.00935049 ... 0.01036411 0.00481291 0.00527945]
angry,[0.05130119 0.07945541 0.15054648 ... 0.00129478 0.00125786 0.00109794]
disgust,"[-0.00083951 -0.00080052 -0.00336182 ... -0.00664278  0.0023446
  0.00873418]"
fear,"[-0.02791322 -0.02680435 -0.02590219 ... -0.00493267 -0.00492446
 -0.00475703]"
happy,"[-0.02738687 -0.01367494 -0.02114874 ... -0.00259238 -0.00221339
 -0.0018752 ]"
neutral,"[-0.00562365 -0.00553905 -0.00575568 ...  0.0026054   0.00435144
  0.00676619]"
sad,[0.03900477 0.04115227 0.04102021 ... 0.00624256 0.00616107 0.00643657]
angry,"[-0.03049215 -0.01681519 -0.02024792 ... -0.520961   -0.5124223
 -0.44996658]"
angry,"[ 0.08294988  0.06113658  0.03565705 ... -0.00292727 -0.00127105
 -0.00041503]"
angry,"[ 9.4431212e-05 -6.9087953e-04 -1.5812316e-03 ...  2.6352881e-02
 -7.2177857e-02 -1.9538493e-01]"
disgust,"[-0.34045053 -0.4310308  -0.49756384 ... -0.02832191 -0.03337505
 -0.02804544]"
disgust,"[-0.00849095 -0.01002336 -0.0119669  ... -0.00562306 -0.01131688
 -0.01565326]"
disgust,"[-0.03591011 -0.01063456  0.00247368 ... -0.08201601 -0.07859983
 -0.07013787]"
fear,"[-0.36676005 -0.38691077 -0.35178486 ... -0.01083427 -0.01123509
 -0.0106974 ]"
fear,"[-0.00832133 -0.0095936  -0.01049425 ...  0.00426919  0.00398217
  0.00363673]"
fear,"[ 0.00650289  0.00594056  0.00512228 ... -0.02593133 -0.02475458
 -0.01533435]"
happy,"[-0.21641034 -0.18357882 -0.19370711 ... -0.04191711 -0.05172833
 -0.04875163]"
happy,"[ 0.01097487  0.00941968  0.01086738 ... -0.00222229 -0.00139586
 -0.00126829]"
happy,[0.11042072 0.09391728 0.07158253 ... 0.00697813 0.0046336  0.00025001]
neutral,"[ 0.02736748  0.02582326  0.02433073 ... -0.0024798  -0.00273846
 -0.00406256]"
sad,"[-0.00385798 -0.00314391 -0.0041555  ...  0.00106266  0.00077515
 -0.00052023]"
sad,"[ 0.00151079  0.00252797  0.00353585 ... -0.00944924 -0.00909706
 -0.00882143]"
sad,"[-0.00032362  0.00020436 -0.00168435 ...  0.00601092  0.00595883
  0.0064703 ]"
angry,[0.00611886 0.06195208 0.13891976 ... 0.1001408  0.07992789 0.0389309 ]
disgust,[0.01055679 0.00938449 0.00790414 ... 0.00352939 0.00329422 0.00206691]
fear,[0.00155111 0.00386202 0.00498503 ... 0.00643441 0.00587668 0.00575564]
happy,"[-0.05146078 -0.05163075 -0.05126473 ... -0.00043365 -0.00068468
 -0.00092903]"
neutral,"[ 0.02397357  0.02007734  0.01406009 ... -0.01160374 -0.01137332
 -0.01139925]"
sad,"[ 0.00414012  0.00466199  0.00336732 ... -0.00794373 -0.00722247
 -0.00621169]"
angry,"[-0.6772741  -0.72778904 -0.57870096 ... -0.04498927 -0.04552147
 -0.04340339]"
disgust,[0.00355915 0.00470562 0.00647507 ... 0.01490215 0.01743747 0.0156561 ]
fear,"[ 0.00386615  0.00432981  0.00506966 ... -0.00432599 -0.00664234
 -0.00721579]"
happy,"[-0.06971771 -0.06940514 -0.06806386 ...  0.00786802  0.00850978
  0.00857283]"
neutral,"[ 0.01036269  0.01073155  0.01056613 ... -0.00213959 -0.00245283
 -0.00183541]"
sad,"[ 4.9276903e-02  4.8959211e-02  4.7585580e-02 ...  2.2437980e-03
  1.3775359e-03 -8.6489199e-05]"
angry,"[-0.33754334 -0.3435402  -0.33738017 ...  0.19069235  0.34037724
  0.38196543]"
disgust,"[ 0.04833961  0.0490699   0.04295724 ... -0.00840112 -0.00414383
 -0.00176388]"
